isco88,n_onetsoc,n_matched_althoff,auto_genai,augment_genai,atlas_exposure,match,isco08_label_approx
2146,1,1,0.0801317221569704,1.3,1.3687275985663083,direct,"Mining engineers, metallurgists and related professionals"
2147,4,4,0.17944631632110686,1.2944965415879817,1.1274236628067273,direct,
2148,2,2,0.5998402153897607,1.3020010983129788,1.752129859387924,direct,
2149,11,9,0.32326779558907676,1.2961510393394489,1.0368553428825076,direct,Engineering professionals not elsewhere classified
2211,16,13,0.12375197802211316,1.2878297072323066,0.809616276138554,direct,Generalist medical practitioners
2212,4,3,0.17064328871836268,1.2698050680635875,0.9505661265546802,direct,Specialist medical practitioners
2213,2,2,0.0375302678498789,1.2811045857531962,0.7502601456815816,direct,
2221,10,9,0.20935925483968218,1.2409321280867003,0.9345351043643264,direct,Nursing professionals
2222,5,4,0.0732512325360314,1.2203588003402575,0.573777999181225,direct,Midwifery professionals
2223,1,1,0.0786982869769222,1.211060298956216,0.7165898617511521,direct,
2224,1,1,0.3581710434784081,1.298354905234547,1.3369815668202765,direct,
2229,6,4,0.18355787061141285,1.2298991417799283,0.859308999191508,direct,
2230,1,1,0.1084490333858787,1.2156789699449375,0.7191188040912667,direct,Traditional and complementary medicine professionals
2310,38,36,0.23355740566937996,1.2900929481084404,0.9616058086978861,direct,University and higher education teachers
2320,4,4,0.09254275545879508,1.2630971284317274,0.7751977192904498,direct,Vocational education teachers
2331,4,4,0.06876390891905404,1.2400619739309384,0.6140155220573502,direct,
2332,1,1,0.0564430997018087,1.2191498343595542,0.4416282642089093,direct,
2340,3,3,0.07808391074403197,1.2568815322966131,0.5731432858214554,direct,
2351,1,1,0.3122578853161318,1.305188156922178,1.129743833017078,direct,Education methods specialists
2352,7,6,0.35109925455960034,1.2682919933713555,1.085381678474245,direct,Special needs teachers
2359,3,2,0.11200596333321741,1.289309356002461,0.9823239263106023,direct,Teaching professionals not elsewhere classified
2411,3,2,0.7173278149630049,1.3046315079190833,1.9187500000000002,direct,Accountants
2412,4,4,0.45198215657905855,1.3011438053747315,1.2620170536241035,direct,Financial and investment advisers
2419,9,8,0.5549690081252507,1.3065317697866965,1.5318469381041386,direct,
2421,1,1,0.4562227450184501,1.2989377170883147,0.7973465140478668,direct,Management and organisation analysts
2422,2,2,0.6595240661951856,1.2853945802477242,1.1256920351369306,direct,Policy administration professionals
2431,3,3,0.18022285431705645,1.2746601488756912,0.955050505050505,direct,Advertising and marketing professionals
2432,3,3,0.3099974791600864,1.2981312424829703,1.627016129032258,direct,Public relations professionals
2441,1,1,0.3975876685903507,1.2999999999999998,0.9919354838709677,direct,
2442,5,4,0.11679952325045043,1.2951033761590773,0.9557591710817518,direct,
2443,2,2,0.36087178503213707,1.3055336842891845,0.9543130760368663,direct,
2444,1,1,0.429703558124743,1.323099502030408,1.5026881720430108,direct,
2445,6,4,0.20045022043362026,1.2670720808410645,0.9818548387096774,direct,
2446,8,4,0.1292475612830072,1.2604383324720614,0.5774632121910348,direct,
2451,9,7,0.4367126315491611,1.3218696978685744,1.4443199658895816,direct,
2452,3,2,0.0,1.3154430825163201,0.89982486151841,direct,
2453,6,4,0.16098461705190414,1.3039156288625584,0.5298037381602454,direct,
2454,2,2,0.0,1.222919465568863,0.12934027777777776,direct,
2455,8,7,0.20373396660987705,1.2882287237086005,0.8544582518915885,direct,
2460,1,1,0.0551264043781601,1.2126287450157187,0.11648745519713259,direct,
3111,3,2,0.06569398251459024,1.2911972145232042,1.1201108870967742,direct,Chemical and physical science technicians
3112,1,1,0.4888981128663622,1.2913467521855573,1.470766129032258,direct,Civil engineering technicians
3113,4,3,0.21108815546430884,1.2895771086079495,1.3276973866076933,direct,Electrical engineering technicians
3114,4,3,0.21108815546430884,1.2895771086079495,1.3276973866076933,direct,Electronics engineering technicians
3115,3,3,0.2388220273222776,1.2839742545352109,1.416661249534764,direct,Mechanical engineering technicians
3116,1,0,,,,direct,Chemical engineering technicians
3117,1,1,0.3747655747401541,1.2877578659858304,1.325100806451613,direct,Mining and metallurgical technicians
3118,8,5,0.518509969204863,1.317792578800299,1.6189699963893511,direct,Draughtspersons
3119,8,6,0.30678560714816633,1.2752423737213965,1.2809953500861067,direct,Physical and engineering science technicians not elsewhere classified
3121,1,1,0.2657464730276058,1.3106774553796767,,direct,Mining supervisors
3122,4,3,0.7438641189045175,1.346373525984401,2.17375,direct,Manufacturing supervisors
3123,1,1,0.1839461940568609,1.251157305781483,,direct,Construction supervisors
3131,7,6,0.240080939287573,1.3045389751116863,1.386501793512289,direct,Power production plant operators
3132,8,7,0.31781481424113284,1.272172161906743,1.4167941699828686,direct,Incinerator and water treatment plant operators
3133,13,13,0.13508353572442644,1.23117172808087,1.213690915561671,direct,Chemical processing plant controllers
3139,2,2,0.02873852371846305,1.2377838395096954,1.2387585532746823,direct,Process control technicians not elsewhere classified
3141,4,3,0.17537054664279939,1.2812222996108893,1.1753705318221446,direct,Life science technicians (excluding medical)
3142,5,4,0.0392326100456209,1.1983301392590078,0.8912833770643618,direct,Agricultural technicians
3143,2,2,0.305394964562282,1.2427061108057929,1.1455490074441688,direct,Forestry technicians
3144,1,1,0.4619496525327048,1.2193410435292251,1.4410669975186103,direct,
3145,1,1,0.2339023329185393,1.2686041485162922,1.2065556711758585,direct,
3151,4,3,0.1703260714492926,1.2343306701081225,0.8986863724766949,direct,Ships’ engineers
3152,6,5,0.32953491921370326,1.2678928252984785,1.368280681999847,direct,Ships' deck officers and pilots
3211,7,6,0.16369141219960803,1.2615296246599836,1.1712575059349253,direct,Medical imaging and therapeutic equipment technicians
3212,6,5,0.16579532326490448,1.259863231330873,1.4654377880184333,direct,Medical and pathology laboratory technicians
3213,6,5,0.19370649956358774,1.2672042753070483,0.9823348694316436,direct,Pharmaceutical technicians and assistants
3221,2,2,0.2848877096697821,1.2410585462926929,1.1853611856310935,direct,Nursing associate professionals
3222,1,1,0.3823005995575149,1.293399125934978,1.1578341013824884,direct,Midwifery associate professionals
3223,2,2,0.1598065271396935,1.282296722524886,1.1166486315043191,direct,
3224,3,3,0.18252689431469069,1.2194749793764041,1.2824836453868713,direct,
3225,2,2,0.16017705725077164,1.179860763111651,1.1631231671554252,direct,
3226,14,13,0.09591365004971296,1.2314238821332968,0.7577483621963408,direct,
3227,2,2,0.114643779746708,1.2104606929079433,0.9650810822624356,direct,
3228,2,2,0.4454750446833773,1.237276516399429,1.679269683786078,direct,
3229,6,5,0.08194652512773268,1.2181270445879506,0.6972463945202375,direct,
3231,2,2,0.07650224866077171,1.1942281473366305,0.846184873348524,direct,
3232,2,2,0.07650224866077171,1.1942281473366305,0.846184873348524,direct,
3241,1,0,,,,direct,
3242,2,0,,,,direct,
3310,1,1,0.1499957106499528,1.2508800557596804,,direct,
3320,3,3,0.09109752362968943,1.189951804043741,0.341078798740089,direct,
3330,1,1,0.1499957106499528,1.2508800557596804,,direct,
3340,1,0,,,,direct,
3411,4,3,0.6447974912392659,1.3261189432508262,1.6664986559139785,direct,Legal and related associate professionals
3412,6,5,0.5300922675140437,1.3035860496889007,1.5185446619714884,direct,Social work associate professionals
3413,3,3,0.31011306626689245,1.2970707644836559,1.2092850240633124,direct,Religious associate professionals
3414,2,2,0.4504041037119776,1.311084610338797,1.7052403846153847,direct,
3415,4,4,0.3275852291404137,1.3095009731067775,1.4845822856201771,direct,
3416,3,3,0.38703111605859175,1.297574149575439,1.5126568100358424,direct,
3417,6,4,0.493365475639194,1.3003997814136365,1.525537634408602,direct,
3419,4,2,0.5186557169399533,1.3395285201355036,1.5070610129908042,direct,
3421,5,4,0.5967494252484258,1.313583100095498,1.3362661526127146,direct,Athletes and sports players
3422,3,2,0.3985725094922791,1.2819015900884732,1.3826804915514594,direct,"Sports coaches, instructors and officials"
3423,1,1,0.5350999041311039,1.307265733716637,1.5192507804370448,direct,Fitness and recreation instructors and program leaders
3429,1,1,0.3606107226061072,1.236753075867531,1.7085253456221199,direct,
3431,4,4,0.6893132653703818,1.3384454747429015,2.1103909487416495,direct,Photographers
3432,8,6,0.8056628380231192,1.3280369744127876,1.6878203651187522,direct,Interior designers and decorators
3433,1,1,0.9692359132001338,1.4682410963742685,2.542086693548387,direct,"Gallery, museum and library technicians"
3434,1,1,0.7883597876719578,1.3658815507246973,2.267741935483871,direct,Chefs
3439,2,1,0.8541061691487978,1.3550180050041178,,direct,
3441,12,10,0.29107240444867466,1.261180183467396,1.0277731444940974,direct,
3442,11,9,0.48329277594435205,1.2808463711641163,1.2543638798234258,direct,
3443,8,7,0.38725046244989814,1.272821708604019,1.1732791724954088,direct,
3444,11,9,0.4586085374950857,1.2823863843531642,1.2037734102951494,direct,
3445,0,0,0.3814571851486629,1.2654440508458955,1.1291892055849622,impute_3dig,
3449,4,4,0.28706174540530394,1.2299856066407813,0.9867564208167294,direct,
3450,10,8,0.18195528157450433,1.2299487253983503,0.8160017933534436,direct,
3460,11,10,0.22854710762031744,1.2752540188918313,0.9459225188820573,direct,
3469,1,1,0.2489505927510494,1.2570713594429286,0.8817204301075269,direct,
3470,0,0,0.16948561782223454,1.2585157859526825,0.8234308242114423,impute_3dig,
3471,7,6,0.1241787751658926,1.2966792777204954,1.1011434067460655,direct,
3472,2,2,0.4486006904788846,1.2976500736547203,1.3436724565756824,direct,
3473,4,3,0.04195509333408861,1.228653217482967,0.17456027530589546,direct,
3474,1,0,,,,direct,
3475,3,3,0.06320791231007238,1.211080574952548,0.6743471582181261,direct,
3480,2,1,0.1075118674079865,1.2756771848027642,0.48924731182795694,direct,
4111,2,2,0.7982233560247309,1.3947988220130392,2.1746943972835315,direct,
4112,2,2,0.8095503751193687,1.374798703991847,2.17375,direct,
4113,1,1,0.7955832349060025,1.4187146106508493,2.211143695014663,direct,
4114,4,3,0.6008868401911557,1.282099211232582,2.0454743833017077,direct,
4115,4,4,0.6893132653703818,1.3384454747429015,2.1103909487416495,direct,
4121,6,5,0.8150377057794096,1.343662171273079,2.364218118009088,direct,
4122,8,7,0.6793951400412926,1.3065035317871778,2.0894651924389827,direct,
4131,6,5,0.3162667656062798,1.2534477999201832,1.6463133640552996,direct,Typists and word processing operators
4132,3,3,0.6361273070226784,1.3210496493854829,2.0565708932644418,direct,Data entry clerks
4133,3,3,0.5351092735452301,1.2582489288982412,1.8986199732167475,direct,
4141,4,4,0.5471268676445731,1.291669262460592,1.857707984220081,direct,
4142,5,5,0.14877719407087725,1.1865004227730882,1.7042348563621417,direct,
4143,1,1,0.679454382334186,1.430832622598352,2.1297043010752685,direct,
4144,1,0,,,,direct,
4190,2,2,0.5027832302014741,1.327000535292391,2.106347016735387,direct,
4211,3,3,0.42201174899846267,1.2301130121063706,1.8814283329819383,direct,Bank tellers and related clerks
4212,2,2,0.4802572474533493,1.2553993972537767,2.0861244308824953,direct,"Bookmakers, croupiers and related gaming workers"
4213,5,4,0.17129364134254754,1.2247129305333049,1.4785781072597342,direct,Pawnbrokers and money-lenders
4214,2,0,,,,direct,Debt-collectors and related workers
4215,1,1,0.5208205770416411,1.3,1.8481182795698925,direct,
4221,2,2,0.6586264392190295,1.312682583358408,2.167338709677419,direct,Travel consultants and clerks
4222,6,5,0.5818212134862762,1.307977343472284,2.0062343404331946,direct,Contact centre information clerks
4223,3,2,0.7220782217267537,1.2938333445714925,2.0561650063251107,direct,Telephone switchboard operators
5111,2,2,0.11357584197610845,1.146308106319935,1.044461795157012,direct,Travel attendants and travel stewards
5112,1,1,0.1030511524122046,1.1657343701629377,1.1494057724957554,direct,Transport conductors
5113,2,2,0.080954291267431,1.2396886297075518,1.0043682795698925,direct,Travel guides
5121,2,2,0.0,1.0956771453357295,0.8554147465437787,direct,
5122,9,8,0.0773925955893541,1.200084201971756,1.1084386215916942,direct,
5123,6,5,0.06906362045591055,1.1506020777660193,0.9156946872186027,direct,
5131,2,2,0.06164843011955775,1.159487678185771,0.341078798740089,direct,Waiters
5132,5,5,0.03809985209299414,1.1432385049369143,0.7096774193548387,direct,Bartenders
5133,4,4,0.0313959980609885,1.1258673726343118,,direct,
5139,1,1,0.134276557643086,1.2056682678582935,0.9789426523297491,direct,
5141,6,6,0.11274968946658646,1.1720160461971838,0.576067704696737,direct,Hairdressers
5142,3,2,0.0749875018754374,1.1987797410106467,1.248232819074334,direct,Beauticians and related workers
5143,3,3,0.0987190855515044,1.1542696222986342,0.3819244431643625,direct,
5149,4,3,0.17018669762564698,1.2405960668387943,0.8334688258758238,direct,
5151,3,1,0.2122279546943011,1.2094603097634926,1.2047685834502104,direct,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
5152,3,1,0.2122279546943011,1.2094603097634926,1.2047685834502104,direct,Domestic housekeepers
5161,7,5,0.09084435443384814,1.1844672370806262,0.6302353966870095,direct,"Astrologers, fortune-tellers and related workers"
5162,4,3,0.13506651574510642,1.195660233762727,0.7078547075793338,direct,Companions and valets
5163,2,2,0.1278205314148304,1.1819583680110264,0.6854974475942218,direct,Undertakers and embalmers
5169,9,7,0.11348767838460883,1.1815144418763357,0.9820917514972329,direct,Personal services workers not elsewhere classified
5210,1,1,0.1121188434666145,1.2370914782160125,0.7298387096774194,direct,
5220,5,5,0.25002963279423795,1.2443475130692498,1.3827490018431645,direct,
5230,1,1,0.091357015091357,1.221391911721392,1.0599798387096775,direct,Cashiers and ticket clerks
6111,7,5,0.06083969921032184,1.207445090012002,1.0708630924226656,direct,Field crop and vegetable growers
6112,7,5,0.06083969921032184,1.207445090012002,1.0708630924226656,direct,Tree and shrub crop growers
6113,10,7,0.04345692800737274,1.1897537192713747,0.9027405249537144,direct,"Gardeners, horticultural and nursery growers"
6114,7,5,0.06083969921032184,1.207445090012002,1.0708630924226656,direct,Mixed crop growers
6121,6,5,0.08030496974132588,1.216869105440872,0.9287932992304809,direct,Livestock and dairy producers
6122,5,4,0.0873477639479953,1.2292121029510612,0.9942844188918043,direct,Poultry producers
6123,5,4,0.0873477639479953,1.2292121029510612,0.9942844188918043,direct,Apiarists and sericulturists
6124,6,5,0.08030496974132588,1.216869105440872,0.9287932992304809,direct,
6129,7,6,0.07550874246675018,1.2199976540557378,0.7912394089486177,direct,Animal producers not elsewhere classified
6130,9,6,0.05823184263199687,1.2014404655481903,1.0098906184911716,direct,Mixed crop and animal producers
6141,5,4,0.07256469916100908,1.1524720799601271,1.0260112870999967,direct,
6142,1,1,0.1179039289912664,1.2073390614504722,1.508448540706605,direct,
6151,1,1,0.045192559740372,1.1714173432291328,0.8879456706281834,direct,
6152,1,1,0.0311177486223549,1.1279146949082937,,direct,
6153,1,1,0.0311177486223549,1.1279146949082937,,direct,
6154,1,1,0.0,1.1215947244318942,,direct,
6210,4,3,0.015064186580124,1.1544039082380102,0.9645243441590449,direct,Forestry and related workers
7111,9,7,0.0169827411176301,1.1572064006920186,0.9607190860215055,direct,House builders
7112,1,1,0.0381776543817765,1.2003817765038176,,direct,Bricklayers and related workers
7113,2,2,0.0,1.145767860134281,0.8943548387096775,direct,"Stonemasons, stone cutters, splitters and carvers"
7121,0,0,0.021185559993811547,1.188081506174307,0.7601628652404424,impute_3dig,Roofers
7122,3,3,0.0,1.1821460850621233,0.7228603236667753,direct,Floor layers and tile setters
7123,3,3,0.0,1.1615332259571467,0.6885735456299972,direct,Plasterers
7124,3,2,0.02384570495306835,1.2091283270624524,0.76875,direct,Insulation workers
7129,2,2,0.060896535022177845,1.199518386615506,0.860467591664997,direct,
7131,1,1,0.0,1.1468340408734723,0.47476586888657646,direct,Painters and related workers
7132,4,4,0.0,1.1753658221989143,0.7197155676786844,direct,Spray painters and varnishers
7133,3,3,0.0,1.1845703860238634,0.5287891366223908,direct,Building structure cleaners
7134,2,2,0.0,1.1808520346576425,0.7366071428571428,direct,
7135,1,1,0.0,1.1736024846984476,0.7160876757650951,direct,
7136,4,3,0.05448924347430117,1.203691862667389,0.9654074702886247,direct,
7137,1,1,0.0434579968691599,1.2206221600124432,0.9922456575682381,direct,
7141,3,3,0.0,1.204045664667438,0.8586251920122889,direct,
7142,1,1,0.0,1.2154081066622433,1.0533794162826422,direct,
7143,2,1,0.0508034034919659,1.1544659738553404,0.9324249165739711,direct,
7211,1,1,0.0,1.206691659005942,1.3180443548387097,direct,Metal moulders and coremakers
7212,3,2,0.0194763036689028,1.1936851794080285,1.2966589861751152,direct,Welders and flamecutters
7213,3,3,0.0441427620279272,1.2175031597806472,1.129603075345485,direct,Sheet-metal workers
7214,2,2,0.0,1.1861422120591398,0.7370967741935484,direct,Structural-metal preparers and erectors
7215,1,1,0.0,1.2078553157356595,0.6489247311827957,direct,Riggers and cable splicers
7216,2,2,0.0,1.2000186273708406,0.824274193548387,direct,
7221,1,0,,,,direct,"Blacksmiths, hammersmiths and forging press workers"
7222,4,4,0.03714307542683018,1.2290472667609376,1.2564653051926493,direct,Toolmakers and related workers
7223,12,12,0.07265027137005926,1.2349252691392436,1.4588010408991892,direct,Metal working machine tool setters and operators
7224,2,2,0.025942491448115,1.2036443275392275,1.4156385883304683,direct,"Metal polishers, wheel grinders and tool sharpeners"
7231,11,10,0.019493243354108,1.1977468294333542,0.836786094647773,direct,Motor vehicle mechanics and repairers
7232,1,1,0.028144129225153,1.215895753227166,0.9427577482605946,direct,Aircraft engine mechanics and repairers
7233,11,10,0.06654164455671488,1.2097597096686186,1.0329066640076456,direct,Agricultural and industrial machinery mechanics and repairers
7241,14,14,0.10825378294533927,1.2292374531344787,1.1085649338103623,direct,
7242,1,1,0.2231800811245211,1.2511302680158238,1.0745967741935485,direct,
7243,7,7,0.13063498966205359,1.2390979504469348,1.0552327353228683,direct,
7244,2,2,0.1399383548995027,1.2175700409389476,1.1155901759530793,direct,
7245,1,1,0.0,1.1651139961326056,0.7344271412680756,direct,
7311,4,3,0.11071576363139436,1.2363059248449513,1.0007701407922787,direct,Precision-instrument makers and repairers
7312,1,1,0.0,1.1987417313899338,0.40227703984819735,direct,Musical instrument makers and tuners
7313,4,3,0.03580229677653783,1.2329639639997205,0.935483870967742,direct,Jewellery and precious-metal workers
7321,6,5,0.010715652135706081,1.2285855832941273,1.2151588985057877,direct,Pre-press technicians
7322,7,6,0.0089297101130884,1.2230590527861653,1.2732775767118125,direct,Printers
7323,1,1,0.0,1.2428442095139494,1.3530745967741935,direct,Print finishing and binding workers
7324,1,1,0.0,1.2054814206848905,1.4751344086021505,direct,
7331,4,4,0.0351311028777092,1.2193289804991052,1.0981986325385693,direct,
7332,3,3,0.0,1.2190429312656261,1.0527194629345167,direct,
7341,1,1,0.2182626274365252,1.310985858021972,1.9661290322580647,direct,
7342,1,1,0.2182626274365252,1.310985858021972,1.9661290322580647,direct,
7343,1,1,0.2182626274365252,1.310985858021972,1.9661290322580647,direct,
7344,2,2,0.24802020260715144,1.3054929290109858,1.9113943808532778,direct,
7345,1,1,0.0815266883477865,1.2112953181096373,1.4599462365591398,direct,
7346,1,0,,,,direct,
7411,3,3,0.0271564398099049,1.0722879319821843,1.3150717063848743,direct,Building and related electricians
7412,2,2,0.0695481425605373,1.2308916749422,1.3824467374607627,direct,Electrical mechanics and fitters
7413,1,1,0.0469056973133595,1.2013875246388508,1.5475230414746544,direct,Electrical line installers and repairers
7414,1,1,0.1148107222927604,1.205595468470586,1.839032258064516,direct,
7415,4,3,0.19051495384598607,1.2439673942529297,2.1317204301075265,direct,
7416,2,2,0.1344609153465256,1.199845173534622,1.9191210846189808,direct,
7421,1,1,0.0,1.2280097981761662,0.7468548387096774,direct,Electronics mechanics and servicers
7422,2,2,0.0227877185241175,1.2137975809431185,1.4116397849462365,direct,Information and communications technology installers and servicers
7423,2,2,0.0,1.1962438954794323,1.4404109884422978,direct,
7424,2,0,,,,direct,
7431,2,2,0.04586067380820455,1.210318913102062,1.4163172043010752,direct,
7432,1,1,0.0,1.1950114682448971,1.131720430107527,direct,
7433,2,2,0.0,1.2178780688056936,1.0037335722819594,direct,
7434,1,1,0.1464150924392452,1.304905660614717,1.0093548387096773,direct,
7435,2,2,0.03929968432100945,1.2937273552927528,1.6766935483870968,direct,
7436,2,2,0.0,1.2106863280927453,1.1506912442396313,direct,
7437,1,1,0.0486265785623608,1.2084632519238308,0.9366359447004607,direct,
7441,2,1,0.1653508750394737,1.2196929824092104,2.1317204301075265,direct,
7442,1,1,0.0,1.2213726561854907,1.1506912442396313,direct,
8111,4,3,0.0192366676281933,1.1903285947569644,0.9718245967741936,direct,Miners and quarriers
8112,4,4,0.024298798014024025,1.1465735260755698,1.2143145161290323,direct,Mineral and stone processing plant operators
8113,6,5,0.02126004353648356,1.168922960428275,1.0755208728652752,direct,Well drillers and borers and related workers
8121,1,1,0.1179039289912664,1.2073390614504722,1.508448540706605,direct,Metal processing plant operators
8122,4,4,0.03018836614706265,1.2065974057495685,1.5266181548836404,direct,"Metal finishing, plating and coating machine operators"
8123,1,1,0.0,1.2174305157917351,1.482078853046595,direct,
8124,1,1,0.0,1.2200445432209353,1.5890762463343107,direct,
8131,7,6,0.0089297101130884,1.2207489885784393,1.239538573779261,direct,Chemical products plant and machine operators
8139,2,2,0.01875915166233525,1.1983964778129577,1.5099161591097074,direct,
8141,2,2,0.0,1.1962438954794323,1.4404109884422978,direct,Rubber products machine operators
8142,1,1,0.088990826885321,1.2000000000000002,1.7127016129032258,direct,Plastic products machine operators
8143,1,1,0.0,1.1887120590338638,1.474462365591398,direct,Paper products machine operators
8151,4,4,0.05912496106516703,1.207657030985942,1.5684272971188988,direct,"Fibre preparing, spinning and winding machine operators"
8152,1,1,0.0,1.2174305157917351,1.482078853046595,direct,Weaving and knitting machine operators
8153,1,1,0.0469056973133595,1.2013875246388508,1.5475230414746544,direct,Sewing machine operators
8154,1,1,0.0469056973133595,1.2013875246388508,1.5475230414746544,direct,"Bleaching, dyeing and fabric cleaning machine operators"
8155,3,3,0.17120703636729032,1.2082433681525544,1.6560738015887988,direct,Fur and leather preparing machine operators
8159,1,1,0.1054877330591442,1.2318833702246177,1.501920122887865,direct,"Textile, fur and leather products machine operators not elsewhere classified"
8161,5,5,0.1945820675930945,1.2253489372962076,1.5024858429814187,direct,
8162,1,1,0.0409638547951807,1.2162313251188432,1.4138994307400379,direct,
8163,2,1,0.1294117625882352,1.2129411762588236,1.2040942928039704,direct,
8169,0,0,0.1216525616588368,1.2181738128912916,1.373493188841809,impute_3dig,
8171,1,0,,,,direct,Pulp and papermaking plant operators
8172,1,1,0.1839461940568609,1.251157305781483,,direct,Wood processing plant operators
8211,8,8,0.04533065430154018,1.2108157156917798,1.5523069208178657,direct,Mechanical machinery assemblers
8212,2,2,0.0706884380128944,1.1720683680222677,1.711179435483871,direct,Electrical and electronic equipment assemblers
8221,3,3,0.073625216381383,1.191633666600354,1.6813547791196566,direct,
8222,2,2,0.059874325660676755,1.178004332140334,1.8371975806451613,direct,
8223,2,2,0.06300413472522211,1.1885838333546184,1.8371975806451613,direct,
8224,2,2,0.17967438735867736,1.227813443888425,1.8469286550468262,direct,
8229,1,0,,,,direct,
8231,2,2,0.0407854984697885,1.1601252148193373,1.7912160923753664,direct,
8232,14,13,0.07333648102925293,1.2307355241939548,1.4837650694870457,direct,
8239,0,0,0.057060989749520716,1.1954303695066462,1.637490580931206,impute_3dig,
8240,4,4,0.029789675847657352,1.18118378163879,1.542026685371977,direct,
8251,3,3,0.14943066385023956,1.1940341977464148,1.6787970430107526,direct,
8252,2,2,0.08154884264368176,1.1834611029432438,1.6485719086021504,direct,
8253,2,2,0.0407854984697885,1.172169473405357,1.6558299731182795,direct,
8261,4,4,0.04449903929347743,1.1903611038395256,1.5440956099978278,direct,
8262,2,2,0.06589807159535135,1.19004644229959,1.580211693548387,direct,
8263,2,2,0.060954443550464255,1.1774243018368686,1.5835548020527859,direct,
8264,3,3,0.05608722776618937,1.1702780175085652,1.5256820298568075,direct,
8265,2,1,0.081570996939577,1.1556268877768503,1.8371975806451613,direct,
8266,2,2,0.07024361420387745,1.164678518279933,1.601394489247312,direct,
8269,2,1,0.0,1.2000000000000002,1.2311827956989247,direct,
