soc_code_onet,soc_code,occ_title,n_tasks,auto_genai,augment_genai,phys_share,mgmt_share
11-9013.02,11-90,Farm and Ranch Managers,27.0,0.14863221509513688,1.2472644368402734,0.03171225895349545,0.4423505584024316
11-9013.03,11-90,Aquacultural Managers,19.0,0.10606260830299827,1.2531105531502313,0.15691454148936732,0.2624488178008189
11-9021.00,11-90,Construction Managers,25.0,0.27339512038901465,1.2797920431320977,0.0,0.27995026863811023
11-9031.00,11-90,"Education Administrators, Preschool and Childcare Center/Program",17.0,0.3350439885623167,1.2855718479801175,0.0,0.5472140816199411
11-9032.00,11-90,"Education Administrators, Elementary and Secondary School",31.0,0.25192087694621546,1.2830635933742192,0.0,0.5537027934963218
11-9033.00,11-90,"Education Administrators, Postsecondary",28.0,0.31748660431748654,1.2826108135826109,0.0,0.5430102275430102
11-9039.01,11-90,Distance Learning Coordinators,23.0,0.30195681707456135,1.312820512633333,0.0,0.2242465140847953
11-9039.02,11-90,Fitness and Wellness Coordinators,23.0,0.25608666132912666,1.2740116152621512,0.0,0.5188742457453653
11-9041.00,11-90,Architectural and Engineering Managers,21.0,0.2973888499443895,1.289696541975159,0.0,0.3729004966606916
11-9041.01,11-90,Biofuels/Biodiesel Technology and Product Development Managers,19.0,0.22195810445342443,1.3155994648696179,0.0,0.11038478424691732
11-9051.00,11-90,Food Service Managers,28.0,0.16913464019875032,1.2607635026899253,0.0,0.2504493702558418
11-9061.00,11-90,Funeral Service Managers,22.0,0.25555555028888904,1.266278316481424,0.0,0.19730312750248113
11-9071.00,11-90,Gaming Managers,19.0,0.40840093983198117,1.289583878208322,0.0,0.15755037984899237
11-9081.00,11-90,Lodging Managers,24.0,0.2874910805127943,1.2658171072280355,0.0,0.21194821300570896
11-9111.00,11-91,Medical and Health Services Managers,18.0,0.34153617100298306,1.2873527219814616,0.0,0.45697240573586867
11-9121.00,11-91,Natural Sciences Managers,16.0,0.3064735961294719,1.29357751297155,0.0,0.42759795555195906
11-9121.01,11-91,Clinical Research Coordinators,33.0,0.3987181482217914,1.2869520489218154,0.0,0.12019306995671782
11-9121.02,11-91,Water Resource Specialists,21.0,0.33798955857819835,1.2967232372622584,0.0,0.0857702363703655
11-9131.00,11-91,Postmasters and Mail Superintendents,12.0,0.3351886242795299,1.2556586271858998,0.0,0.4407338742187177
11-9141.00,11-91,"Property, Real Estate, and Community Association Managers",27.0,0.3033591251906964,1.267946782634563,0.0,0.20749197960228347
11-9151.00,11-91,Social and Community Service Managers,16.0,0.30266262269733735,1.274165824325834,0.0,0.3650151686349848
11-9161.00,11-91,Emergency Management Directors,23.0,0.30603650315956965,1.2909335519101428,0.0,0.13675713788055696
11-9199.01,11-91,Regulatory Affairs Managers,27.0,0.651613317335493,1.2999999999999996,0.0,0.23214630910721876
11-9199.02,11-91,Compliance Managers,30.0,0.598308144033837,1.2963479827730406,0.0,0.16781792764364142
11-9199.03,11-91,Investment Fund Managers,20.0,0.7179392137175686,1.2991969361678775,0.0,0.3109710944388438
11-9199.04,11-91,Supply Chain Managers,30.0,0.3697452225378981,1.3020578150362079,0.0,0.033774292952996915
11-9199.07,11-91,Security Managers,30.0,0.3955707643291322,1.2769625496314012,0.0,0.3649621908393951
11-9199.08,11-91,Loss Prevention Managers,27.0,0.21009637653749422,1.2699219822820287,0.0,0.3709958733541073
11-9199.09,11-91,Wind Energy Operations Managers,16.0,0.375,1.28125,0.0,0.375
11-9199.10,11-91,Wind Energy Project Managers,15.0,0.6,1.2999999999999996,0.0,0.33333333333333326
11-9199.11,11-91,Brownfield Redevelopment Specialists and Site Managers,22.0,0.3074320395405437,1.3,0.0,0.16940847064473222
13-1011.00,13-10,"Agents and Business Managers of Artists, Performers, and Athletes",13.0,0.13587406483678555,1.2978044733834302,0.0,0.22265948253893963
13-1021.00,13-10,"Buyers and Purchasing Agents, Farm Products",12.0,0.24429378504564975,1.2920225985638194,0.0,0.24474576704203388
13-1022.00,13-10,"Wholesale and Retail Buyers, Except Farm Products",20.0,0.2701421833838861,1.3041538892213826,0.0,0.10900473931279621
13-1023.00,13-10,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",19.0,0.6466573797462394,1.2965459609411145,0.0,0.05167131037688029
13-1031.01,13-10,"Claims Examiners, Property and Casualty Insurance",16.0,0.6299295208665466,1.3051581947527517,0.0,0.13705203571554977
13-1031.02,13-10,"Insurance Adjusters, Examiners, and Investigators",13.0,0.46065698968525587,1.2999999999999996,0.0,0.07868602162948816
13-1032.00,13-10,"Insurance Appraisers, Auto Damage",7.0,0.2958106818324273,1.2887432045497285,0.0,0.0
13-1041.01,13-10,Environmental Compliance Inspectors,26.0,0.5115073635345221,1.2882541988647627,0.0,0.13798465641395397
13-1041.02,13-10,Licensing Examiners and Inspectors,12.0,0.5001931309957511,1.2986674392293165,0.0,0.08439551814329861
13-1041.03,13-10,Equal Opportunity Representatives and Officers,19.0,0.3763216295158596,1.288330505359966,0.0,0.18026367416316408
13-1041.04,13-10,Government Property Inspectors and Investigators,12.0,0.33501577630977913,1.2656361726810934,0.0,0.16719243465930592
13-1041.06,13-10,Coroners,20.0,0.1571476136999001,1.225385383466907,0.0,0.15071531383497844
13-1041.07,13-10,Regulatory Affairs Specialists,32.0,0.8535556682217753,1.2992905278156088,0.0,0.3183371339965831
13-1051.00,13-10,Cost Estimators,13.0,0.6322278962312927,1.2939413266061222,0.0,0.0
13-1071.00,13-10,Human Resources Specialists,25.0,0.5350999041311039,1.3072657337166367,0.0,0.3055882000820602
13-1074.00,13-10,Farm Labor Contractors,8.0,0.1349397613493976,1.2130421681304218,0.0,0.5009036150090361
13-1075.00,13-10,Labor Relations Specialists,28.0,0.4463197350337552,1.307135489228439,0.0,0.10023440980421937
13-1081.00,13-10,Logisticians,21.0,0.32151458528364996,1.289242708258175,0.0,0.2746855784075461
13-1081.01,13-10,Logistics Engineers,30.0,0.474529741305643,1.3065073715219113,0.0,0.11733604459196745
13-1081.02,13-10,Logistics Analysts,31.0,0.7457999231533983,1.3134497895093447,0.0,0.09431080516914848
13-1111.00,13-11,Management Analysts,11.0,0.4689337764689338,1.3177703909177703,0.0,0.25466632825466634
13-1121.00,13-11,"Meeting, Convention, and Event Planners",21.0,0.19815729742395516,1.2940312456775938,0.0,0.3443717455231673
13-1131.00,13-11,Fundraisers,28.0,0.323404667238288,1.3282822440212263,0.0,0.18835550347946792
13-1141.00,13-11,"Compensation, Benefits, and Job Analysis Specialists",24.0,0.5612403123364341,1.2925462135416221,0.0,0.26273106400810975
13-1151.00,13-11,Training and Development Specialists,20.0,0.265268674814941,1.2976277850122282,0.0,0.6298820453056357
13-1161.00,13-11,Market Research Analysts and Marketing Specialists,13.0,0.6490272378747082,1.325369649259611,0.0,0.0605058345731517
13-1199.01,13-11,Energy Auditors,21.0,0.3322488569739725,1.3012565944301584,0.0,0.08682814808387554
13-1199.02,13-11,Security Management Specialists,24.0,0.45175676980702706,1.2878385729513544,0.0,0.17339279969357121
13-1199.03,13-11,Customs Brokers,23.0,0.5293177009968018,1.2991897657724523,0.0,0.34445629571151404
13-1199.04,13-11,Business Continuity Planners,21.0,0.5749388758476773,1.3181907091912468,0.0,0.136185815175061
13-1199.05,13-11,Sustainability Specialists,14.0,0.5741897709096057,1.3196407656731743,0.0,0.07809449148379534
13-1199.06,13-11,Online Merchants,34.0,0.5391310848347717,1.353693646437208,0.0,0.0
13-2011.01,13-20,Accountants,16.0,0.7853136124069351,1.314686384193065,0.0,0.18578956503263652
13-2011.02,13-20,Auditors,20.0,0.6493420175190748,1.2945766316451017,0.0,0.22238468245208007
13-2021.01,13-20,Assessors,20.0,0.4561571644393867,1.3277551516544923,0.0,0.04252515599868233
13-2021.02,13-20,"Appraisers, Real Estate",16.0,0.5892661600536693,1.2911594428442028,0.0,0.0
13-2031.00,13-20,Budget Analysts,13.0,0.7824450164313453,1.3,0.0,0.1624727584119279
13-2041.00,13-20,Credit Analysts,10.0,0.8068714186564291,1.3119208743039563,0.0,0.09187922940603854
13-2051.00,13-20,Financial Analysts,18.0,0.7919349789725539,1.32277452160705,0.0,0.11821383126533307
13-2052.00,13-20,Personal Financial Advisors,21.0,0.43212841569236615,1.3005434782184782,0.0,0.17555612196890813
13-2053.00,13-20,Insurance Underwriters,7.0,1.0,1.3287081342870815,0.0,0.0
13-2061.00,13-20,Financial Examiners,17.0,0.6606702483033512,1.2819091833095457,0.0,0.23473088217365443
13-2071.00,13-20,Credit Counselors,23.0,0.41826923194711546,1.3237929617520665,0.0,0.13686579360045012
13-2071.01,13-20,Loan Counselors,28.0,0.6391809634947426,1.3058992806938132,0.0,0.060653016908245705
13-2072.00,13-20,Loan Officers,23.0,0.44608947821564215,1.312841969898632,0.0,0.1117905785528377
13-2081.00,13-20,"Tax Examiners and Collectors, and Revenue Agents",26.0,0.8083838262155558,1.308602364410748,0.0,0.10380450771630083
13-2082.00,13-20,Tax Preparers,11.0,0.901437369043121,1.381252566887577,0.0,0.09178644675359339
13-2099.01,13-20,Financial Quantitative Analysts,21.0,0.6666666666666667,1.3142857142857145,0.0,0.09523809523809523
13-2099.02,13-20,Risk Management Specialists,24.0,0.7949710972843352,1.3148837108423252,0.0,0.07999029183977671
13-2099.03,13-20,Investment Underwriters,19.0,0.31578947368421045,1.2999999999999998,0.0,0.15789473684210525
13-2099.04,13-20,"Fraud Examiners, Investigators and Analysts",23.0,0.4024678639876607,1.2829820048850902,0.0,0.17007712614961437
15-1111.00,15-11,Computer and Information Research Scientists,15.0,0.32034632568831184,1.2932806326387354,0.0,0.24957651098983627
15-1121.00,15-11,Computer Systems Analysts,21.0,0.46480180011281996,1.32928543002214,0.0,0.2349197965841178
15-1121.01,15-11,Informatics Nurse Specialists,17.0,0.37310664409088107,1.2999999999999998,0.0,0.1550231835588872
15-1122.00,15-11,Information Security Analysts,12.0,0.514980092035617,1.3159857529044414,0.0,0.1611146060054472
15-1131.00,15-11,Computer Programmers,15.0,0.6449934965448634,1.3993498046863457,0.0,0.1564183522847854
15-1132.00,15-11,"Software Developers, Applications",15.0,0.21057674068269774,1.2999999999999996,0.0,0.39356198019314054
15-1133.00,15-11,"Software Developers, Systems Software",19.0,0.3324283562808447,1.322639517313092,0.0,0.4229260935297134
15-1134.00,15-11,Web Developers,37.0,0.6817154019548536,1.3779142288162574,0.0,0.07625731077122808
15-1141.00,15-11,Database Administrators,18.0,0.5461808955701505,1.3310003200540108,0.0,0.17817193905784595
15-1142.00,15-11,Network and Computer Systems Administrators,20.0,0.4600503495206042,1.2948721345384657,0.0,0.2756062033072744
15-1143.00,15-11,Computer Network Architects,33.0,0.5151515151515151,1.315151515151515,0.0,0.27272727272727276
15-1143.01,15-11,Telecommunications Engineering Specialists,26.0,0.4489837602042692,1.3035032172576453,0.0,0.18976610953947493
15-1151.00,15-11,Computer User Support Specialists,16.0,0.26574647302760585,1.3106774553796767,0.0,0.2500396664988101
15-1152.00,15-11,Computer Network Support Specialists,26.0,0.5729768017622808,1.3132482524106959,0.0,0.07636989936746687
15-1199.01,15-11,Software Quality Assurance Engineers and Testers,28.0,0.5148820661368403,1.338655933957956,0.0,0.19711718356720334
15-1199.02,15-11,Computer Systems Engineers/Architects,28.0,0.5748898679030838,1.3385162197215459,0.0,0.286844215968362
15-1199.03,15-11,Web Administrators,35.0,0.40802675585618725,1.310805248175637,0.0,0.13412228693885597
15-1199.04,15-11,Geospatial Information Scientists and Technologists,24.0,0.17134063165424085,1.3040469677335502,0.0,0.3383492971655268
15-1199.05,15-11,Geographic Information Systems Technicians,19.0,0.42672210256033255,1.314073514184441,0.0,0.10106774860640648
15-1199.06,15-11,Database Architects,18.0,0.738290396382904,1.3394467210944672,0.0,0.10348360703483608
15-1199.07,15-11,Data Warehousing Specialists,18.0,0.9444444444444444,1.3666666666666667,0.0,0.0
15-1199.08,15-11,Business Intelligence Analysts,17.0,0.6427326061418608,1.3352829292822637,0.0,0.04200348633602789
15-1199.09,15-11,Information Technology Project Managers,21.0,0.4381418643608789,1.3006567946855503,0.0,0.3866730354931931
15-1199.10,15-11,Search Marketing Strategists,36.0,0.3519092606480908,1.3243856330756147,0.0,0.11122873588877127
15-1199.11,15-11,Video Game Designers,24.0,0.31097968695135,1.3410287878129212,0.0,0.08402142268868552
15-1199.12,15-11,Document Management Specialists,23.0,0.7676991130398231,1.3124592453760595,0.0,0.1311131795910573
15-2011.00,15-20,Actuaries,14.0,0.5830959115773977,1.2999999999999998,0.0,0.4273504236837606
15-2021.00,15-20,Mathematicians,11.0,0.26399803244793707,1.3,0.0,0.0
15-2031.00,15-20,Operations Research Analysts,14.0,0.4798755996811196,1.3,0.0,0.05342115051920964
15-2041.00,15-20,Statisticians,18.0,0.45052954171376813,1.3289576367528986,0.0,0.05044593031159419
15-2041.01,15-20,Biostatisticians,25.0,0.6153619753840495,1.3290955460273888,0.0,0.07671178991779476
15-2041.02,15-20,Clinical Data Managers,21.0,0.6864440095253438,1.3488670595271905,0.0,0.17760314473752453
15-2091.00,15-20,Mathematical Technicians,6.0,0.8333333333333334,1.3833333333333335,0.0,0.16666666666666669
17-1011.00,17-10,"Architects, Except Landscape and Naval",24.0,0.28886335004408686,1.2910990386753864,0.0,0.09068115126953612
17-1012.00,17-10,Landscape Architects,19.0,0.16541055103768346,1.2876371811708844,0.0,0.09665476610035702
17-1021.00,17-10,Cartographers and Photogrammetrists,14.0,0.8100507945587808,1.3075471697188679,0.0,0.0
17-1022.00,17-10,Surveyors,23.0,0.38962963622074065,1.2964550269070896,0.04264550291470899,0.13195766973608464
17-1022.01,17-10,Geodetic Surveyors,16.0,0.5075570606523752,1.2929981495220852,0.0,0.1213756934167181
17-2011.00,17-20,Aerospace Engineers,18.0,0.49188999665409006,1.3061507577831357,0.0,0.17954431458865802
17-2021.00,17-20,Agricultural Engineers,14.0,0.15331144952616335,1.2652056379997294,0.0,0.3593357802647229
17-2031.00,17-20,Biomedical Engineers,19.0,0.30642868382214505,1.3127625967424892,0.046280209879324,0.19159690164034116
17-2041.00,17-20,Chemical Engineers,12.0,0.0801317221569704,1.3,0.0,0.07442370628825477
17-2051.00,17-20,Civil Engineers,17.0,0.34923477331683495,1.2934874632432756,0.0,0.1825138399846955
17-2051.01,17-20,Transportation Engineers,26.0,0.38482050083753905,1.2922135501270309,0.0,0.1507589236681252
17-2061.00,17-20,Computer Hardware Engineers,18.0,0.3348602146972044,1.3000000000000003,0.0481756449635129,0.2492497239849945
17-2071.00,17-20,Electrical Engineers,22.0,0.2913659765503867,1.2858634021099615,0.0,0.18170102973067015
17-2072.00,17-20,"Electronics Engineers, Except Computer",22.0,0.2342387868559697,1.290878079571952,0.0,0.17927984648199616
17-2072.01,17-20,Radio Frequency Identification Device Specialists,21.0,0.32072847624509937,1.299468824996282,0.04755280233286962,0.09459972066219806
17-2081.00,17-20,Environmental Engineers,28.0,0.35380736266091783,1.3071507817144128,0.03308118952929903,0.34583963553343416
17-2081.01,17-20,Water/Wastewater Engineers,27.0,0.4410902652054513,1.2999999999999998,0.0,0.18376318791881596
17-2111.01,17-21,Industrial Safety and Health Engineers,21.0,0.3406806352965968,1.2947438538262805,0.09591861352040694,0.15053893924730533
17-2111.02,17-21,Fire-Prevention and Protection Engineers,13.0,0.18031339249128217,1.285875082991503,0.0,0.3120723852346059
17-2111.03,17-21,Product Safety Engineers,6.0,0.4979218601246884,1.3000000000000003,0.0,0.17040731977556084
17-2112.00,17-21,Industrial Engineers,20.0,0.5919295259147486,1.3,0.0,0.15188973907630018
17-2112.01,17-21,Human Factors Engineers and Ergonomists,26.0,0.21887406793973324,1.2959991857279853,0.0,0.15422987177613767
17-2121.01,17-21,Marine Engineers,23.0,0.25987917910181224,1.2870123332948151,0.0,0.13226780801598284
17-2121.02,17-21,Marine Architects,7.0,0.1438498914384989,1.3280750522807503,0.0,0.1417651214176512
17-2131.00,17-21,Materials Engineers,20.0,0.24347105490396592,1.3041453643197043,0.0,0.35567224085062876
17-2141.00,17-21,Mechanical Engineers,28.0,0.18142897927428409,1.2966035582135857,0.028351250886595,0.35676909957292363
17-2141.01,17-21,Fuel Cell Engineers,26.0,0.3143457623734101,1.3041920141383365,0.039929212317664005,0.07167348536522503
17-2141.02,17-21,Automotive Engineers,25.0,0.2920753002475482,1.3039454400763275,0.0371998657768008,0.091759666449442
17-2151.00,17-21,"Mining and Geological Engineers, Including Mining Safety Engineers",18.0,0.16776809519420238,1.295103634777591,0.0,0.20907179422679487
17-2161.00,17-21,Nuclear Engineers,20.0,0.24289602414480121,1.2932090364604523,0.0,0.20106151205307563
17-2171.00,17-21,Petroleum Engineers,23.0,0.23002212480882742,1.2839808211490165,0.04020162086931409,0.26198672411470364
17-2199.01,17-21,Biochemical Engineers,35.0,0.311526881704043,1.3108392548157328,0.0,0.1092269771431414
17-2199.02,17-21,Validation Engineers,22.0,0.5614116035614116,1.2925679452925682,0.0,0.1366186551366187
17-2199.03,17-21,Energy Engineers,21.0,0.33005269144815585,1.3178082646767109,0.0,0.14023925309162616
17-2199.04,17-21,Manufacturing Engineers,24.0,0.24599412168427046,1.3106865800084175,0.04188215507342088,0.13327144986951334
17-2199.05,17-21,Mechatronics Engineers,23.0,0.17772311693120152,1.3132388050163133,0.04347825969565212,0.11538739950010855
17-2199.06,17-21,Microsystems Engineers,31.0,0.32258064516129037,1.3064516129032266,0.03225806451612904,0.09677419354838712
17-2199.07,17-21,Photonics Engineers,26.0,0.201408766,1.3159408547,0.056115831,0.07489937199999999
17-2199.08,17-21,Robotics Engineers,24.0,0.2572599785435599,1.3154617046927701,0.04615965527695794,0.09433656956601943
17-2199.09,17-21,Nanosystems Engineers,25.0,0.13783303948667844,1.323587921756483,0.049378330024866794,0.137951450481942
17-2199.10,17-21,Wind Energy Engineers,16.0,0.3653846160192307,1.306777446374552,0.0,0.2600821478609036
17-2199.11,17-21,Solar Energy Systems Engineers,13.0,0.6331747996682522,1.369322236906778,0.0,0.1682520793174792
17-3011.01,17-30,Architectural Drafters,17.0,0.6119841131797618,1.3209981005149716,0.0,0.11984113379761702
17-3011.02,17-30,Civil Drafters,15.0,0.5252451854845623,1.3007628045297495,0.0,0.0641118765003632
17-3012.01,17-30,Electronic Drafters,14.0,0.4535344073010366,1.3274835066304616,0.0,0.13063148034231856
17-3012.02,17-30,Electrical Drafters,16.0,0.557448883063778,1.315157416821065,0.0,0.05176890470577739
17-3013.00,17-30,Mechanical Drafters,14.0,0.44433725699517646,1.3245610655052478,0.0,0.06309087083908918
17-3021.00,17-30,Aerospace Engineering and Operations Technicians,11.0,0.0,1.283377192731667,0.2787280654083336,0.0
17-3022.00,17-30,Civil Engineering Technicians,13.0,0.4888981128663622,1.2913467521855573,0.0,0.0
17-3023.01,17-30,Electronics Engineering Technicians,19.0,0.2956997656182956,1.2978420644589992,0.16512900913745118,0.10648944802329953
17-3023.03,17-30,Electrical Engineering Technicians,24.0,0.2496871809837334,1.2959731542906041,0.21692640328017299,0.11727903709850993
17-3024.00,17-30,Electro-Mechanical Technicians,12.0,0.08787751979089768,1.2749161070742452,0.39786073758074664,0.07466442967197988
17-3024.01,17-30,Robotics Technicians,23.0,0.09306838802181157,1.2861431504434193,0.2959650115291196,0.04258030863743012
17-3025.00,17-30,Environmental Engineering Technicians,26.0,0.37476557474015415,1.2877578659858304,0.20441758658553866,0.1093977925947073
17-3026.00,17-30,Industrial Engineering Technicians,17.0,0.410917500040185,1.2894203414672474,0.1043741092962304,0.05743243326351353
17-3027.00,17-30,Mechanical Engineering Technicians,18.0,0.2176710621357502,1.28758631506414,0.1144067781737288,0.05398618902573759
17-3027.01,17-30,Automotive Engineering Technicians,18.0,0.2222222222222222,1.2777777777777777,0.1111111111111111,0.1111111111111111
17-3029.01,17-30,Non-Destructive Testing Specialists,16.0,0.26560693670375723,1.2805780347797686,0.06777456862789011,0.06199421883020234
17-3029.02,17-30,Electrical Engineering Technologists,20.0,0.39745354832105995,1.3,0.256538194952684,0.09965588508933243
17-3029.03,17-30,Electromechanical Engineering Technologists,17.0,0.40189279619621443,1.3,0.06021049187957902,0.05417312689165375
17-3029.04,17-30,Electronics Engineering Technologists,23.0,0.15744939595315785,1.2972959510351527,0.04584592140400301,0.1633491378764612
17-3029.05,17-30,Industrial Engineering Technologists,23.0,0.3526190742259531,1.2995541237870696,0.0,0.08647295650771572
17-3029.06,17-30,Manufacturing Engineering Technologists,29.0,0.32026263456866694,1.2915790436221084,0.030488084006106773,0.1398135816138482
17-3029.07,17-30,Mechanical Engineering Technologists,21.0,0.3792096909634035,1.286341654613175,0.048359689015553466,0.14599398806587374
17-3029.08,17-30,Photonics Technicians,30.0,0.08326787125294577,1.275697171993627,0.4945993707430283,0.03269835052857422
17-3029.09,17-30,Manufacturing Production Technicians,30.0,0.09426208907787523,1.2261564298891505,0.422030839917044,0.03417470194058424
17-3029.10,17-30,Fuel Cell Technicians,16.0,0.1875,1.2875,0.1875,0.0625
17-3029.11,17-30,Nanotechnology Engineering Technologists,17.0,0.23529411764705882,1.3176470588235294,0.23529411764705882,0.058823529411764705
17-3029.12,17-30,Nanotechnology Engineering Technicians,19.0,0.21052631578947364,1.2842105263157892,0.3157894736842105,0.0
17-3031.01,17-30,Surveying Technicians,19.0,0.21379142919995148,1.2271458052872286,0.0,0.053781715559669756
17-3031.02,17-30,Mapping Technicians,25.0,0.7728777331389214,1.3580779496873252,0.0,0.07517352127794985
19-1011.00,19-10,Animal Scientists,9.0,0.0,1.3,0.0,0.0
19-1012.00,19-10,Food Scientists and Technologists,13.0,0.15539305575685555,1.2999796875001624,0.0,0.0
19-1013.00,19-10,Soil and Plant Scientists,27.0,0.07506053569975785,1.2999999999999996,0.0,0.1760950942956196
19-1020.01,19-10,Biologists,22.0,0.1876348887440649,1.3001523432932967,0.057001398491938464,0.09838770967094075
19-1021.00,19-10,Biochemists and Biophysicists,23.0,0.11081014377296232,1.3089879343438073,0.06599359905589759,0.10600837169613395
19-1022.00,19-10,Microbiologists,14.0,0.07712671946276031,1.2705435938232617,0.14701729288210375,0.07695023046170138
19-1023.00,19-10,Zoologists and Wildlife Biologists,15.0,0.06838905731610943,1.273803191361968,0.12518997374810029,0.07256838627431614
19-1029.01,19-10,Bioinformatics Scientists,20.0,0.3547111191583558,1.3574092385204126,0.0,0.1916937424089561
19-1029.02,19-10,Molecular and Cellular Biologists,21.0,0.1925849635777549,1.2916580840749743,0.04531411113594234,0.29531411088594234
19-1029.03,19-10,Geneticists,24.0,0.3126439223747121,1.305547414788905,0.0,0.12172911975654174
19-1031.01,19-10,Soil and Water Conservationists,33.0,0.33420708397903,1.2761118398733158,0.03442551517378764,0.21074705094207077
19-1031.02,19-10,Range Managers,16.0,0.0,1.2811762718870576,0.0,0.3166498188998989
19-1031.03,19-10,Park Naturalists,16.0,0.11492689104624285,1.278323698668497,0.0,0.0
19-1032.00,19-10,Foresters,25.0,0.0,1.2622091715063926,0.03941721182776144,0.2420374980827874
19-1041.00,19-10,Epidemiologists,15.0,0.21103730310066432,1.293970362854267,0.0,0.4554590359008688
19-1042.00,19-10,"Medical Scientists, Except Epidemiologists",13.0,0.15539624033094362,1.2839178454587679,0.07672931415093971,0.22728153640922302
19-2011.00,19-20,Astronomers,14.0,0.2097659147902341,1.3108083397891919,0.0,0.11155815788844184
19-2012.00,19-20,Physicists,15.0,0.3266005405926059,1.2926239855188637,0.0,0.12064923532714157
19-2021.00,19-20,Atmospheric and Space Scientists,24.0,0.5317478688254446,1.30070422561831,0.08392980918217503,0.08023551008612326
19-2031.00,19-20,Chemists,13.0,0.15267175955725185,1.2846955875448705,0.08043195171308877,0.14261775971811583
19-2032.00,19-20,Materials Scientists,15.0,0.07652399037743184,1.2947563461056144,0.0,0.1345191764213452
19-2041.00,19-20,"Environmental Scientists and Specialists, Including Health",22.0,0.32756799519025614,1.3049775547357407,0.0,0.23078954238394506
19-2041.01,19-20,Climate Change Analysts,14.0,0.6718780558436582,1.3067031462989054,0.0,0.07680281769591546
19-2041.02,19-20,Environmental Restoration Planners,22.0,0.4480139467996513,1.305042958473926,0.05503673362408166,0.18092391547690212
19-2041.03,19-20,Industrial Ecologists,38.0,0.2121004068171208,1.305241474067315,0.0,0.030212863540856044
19-2042.00,19-20,"Geoscientists, Except Hydrologists and Geographers",31.0,0.23651432160165756,1.2966637534633014,0.0,0.12908027541988307
19-2043.00,19-20,Hydrologists,25.0,0.1963038120739238,1.2836150556276993,0.08665764926684703,0.1115618657687627
